	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	main city	latitude	longitude
Ocala, FL	5749,504815	5808,753881	5868,613513	5929,090003	5990,189708	6051,919049	6114,284516	6177,292664	6240,950115	6305,263561	6370,239761	6435,885546	6502,207816	6569,213541	6636,909765	6705,303604	6774,402247	6844,212955	6914,743069	6986	6920	6999	7128	7200,705326	Ocala, FL	29,187778	-82,130556
Ocean City, NJ	2343,02968	2411,216833	2481,388377	2553,602063	2627,917321	2704,395311	2783,098974	2864,09308	2947,444288	3033,221193	3121,494389	3212,336523	3305,822357	3402,028827	3501,03511	3602,922687	3707,77541	3815,67957	3926,723971	4041	4141	4150	4273	4393,836791	Ocean City, NJ	39,263596	-74,604605
Odessa, TX	35,83112902	46,63684258	60,70127135	79,007157	102,8336099	133,8454859	174,2097173	226,7467251	295,1274942	384,1300808	499,9734755	650,7521506	847,0016557	1102,434781	1434,899729	1867,627245	2430,853847	3163,934581	4118,092927	5360	5847	7109	8223	10128,26154	Odessa, TX	31,863333	-102,365556
Ogden-Clearfield, UT	3588,886841	3916,043684	4273,02359	4662,545179	5087,574896	5551,349602	6057,401224	6609,583655	7212,1021	7869,545106	8586,919501	9369,688531	10223,81346	11155,79897	12172,7427	13282,38929	14493,18939	15814,36398	17255,9746	18829	20202	21103	22149	23999,38715	Ogden, UT	41,227778	-111,961111
Oklahoma City, OK	14222,55034	15277,0373	16409,70593	17626,35278	18933,20413	20336,94794	21844,76798	23464,38067	25204,07454	27072,75261	29079,97804	31236,02298	33551,9212	36039,52452	38711,56349	41581,71252	44664,65986	47976,18279	51533,22833	55354	57868	61466	63338	67709,86176	Oklahoma City, OK	35,482222	-97,535
Olympia-Tumwater, WA	5719,352008	5852,981944	5989,73408	6129,681364	6272,89845	6419,461735	6569,449401	6722,941458	6880,019783	7040,768169	7205,272364	7373,620122	7545,901244	7722,207633	7902,633337	8087,274601	8276,229921	8469,600092	8667,488264	8870	8846	9042	9279	9490,84965	Olympia, WA	47,0425	-122,893056
Omaha-Council Bluffs, NE-IA	15513,2112	16435,30049	17412,19782	18447,16091	19543,64115	20705,29504	21935,99644	23239,84947	24621,20217	26084,66106	27635,10644	29277,70869	31017,94553	32861,62025	34814,88109	36884,24175	39076,60308	41399,2761	43860,00641	46467	48316	49960	51878	54788,57338	Omaha, NE	41,25	-96
Orlando-Kissimmee-Sanford, FL	43823,8464	45716,05017	47689,95456	49749,08719	51897,128	54137,91583	56475,45525	58913,92377	61457,67924	64111,26769	66879,43143	69767,11755	72779,4867	75921,9224	79200,0406	82619,69971	86187,01113	89908,35011	93790,36718	97840	98368	101517	106123	110515,4692	Orlando, FL	28,415833	-81,298889
Oshkosh-Neenah, WI	1443,330472	1570,830862	1709,594333	1860,615841	2024,97823	2203,860002	2398,543766	2610,425432	2841,024222	3091,993561	3365,132937	3662,400797	3985,928594	4338,036069	4721,247884	5138,311721	5592,217988	6086,221258	6623,863604	7209	7775	8047	8440	9125,053569	Oshkosh, WI	44,024167	-88,561111
Owensboro, KY	1250,665959	1334,376934	1423,690947	1518,983025	1620,653299	1729,128682	1844,864661	1968,34721	2100,094832	2240,660732	2390,635148	2550,647819	2721,370637	2903,520467	3097,862153	3305,211734	3526,43987	3762,475496	4014,309723	4283	4436	4649	4843	5146,82139	Owensboro, KY	37,757748	-87,11839
Oxnard-Thousand Oaks-Ventura, CA	9401,654381	10065,312	10775,81685	11536,47584	12350,82933	13222,66759	14156,04843	15155,31612	16225,12156	17370,44397	18596,61407	19909,33885	21314,72814	22819,32309	24430,12658	26154,63579	28000,87717	29977,44371	32093,53499	34359	36056	38259	39077	41653,54693	Oxnard, CA	34,191389	-119,1825
Palm Bay-Melbourne-Titusville, FL	18167,87235	18165,34961	18162,82721	18160,30516	18157,78346	18155,26212	18152,74112	18150,22047	18147,70018	18145,18023	18142,66063	18140,14139	18137,62249	18135,10394	18132,58574	18130,0679	18127,5504	18125,03325	18122,51645	18120	18340	17896	18107	18104,48536	Palm Bay, FL	27,997922	-80,670008
Panama City, FL	6634,236265	6643,834659	6653,44694	6663,073128	6672,713244	6682,367306	6692,035336	6701,717354	6711,413379	6721,123433	6730,847535	6740,585706	6750,337966	6760,104336	6769,884836	6779,679486	6789,488307	6799,311319	6809,148543	6819	6768	6754	6838	6847,878906	Panama City, FL	30,174444	-85,664444
Parkersburg-Vienna, WV	2160,043314	2206,34516	2253,639513	2301,94765	2351,291302	2401,692664	2453,174411	2505,7597	2559,472187	2614,336034	2670,37592	2727,617056	2786,085191	2845,806626	2906,808226	2969,117432	3032,762275	3097,771383	3164,174001	3232	3139	3251	3365	3435,617106	Parkersburg, WV	39,266111	-81,542222
Pensacola-Ferry Pass-Brent, FL	6855,693362	7106,704375	7366,905781	7636,634076	7916,23807	8206,079349	8506,532734	8817,986774	9140,84424	9475,522651	9822,454815	10182,08938	10554,89144	10941,34308	11341,94408	11757,21249	12187,68533	12633,91929	13096,49145	13576	13826	14373	14555	15069,08713	Pensacola, FL	30,433333	-87,2
Peoria, IL	1749,512907	1972,955479	2224,93547	2509,097594	2829,552057	3190,934009	3598,470587	4058,056521	4576,3394	5160,815823	5819,939833	6563,245195	7401,483302	8346,778681	9412,804367	10614,97968	11970,69323	13499,55448	15223,67732	17168	17396	19514	21299	23711,16966	Peoria, IL	40,720833	-89,609444
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	137362,5661	143911,3851	150772,4219	157960,5615	165491,3987	173381,2718	181647,2979	190307,4104	199380,3975	208885,9431	218844,6696	229278,1827	240209,1179	251661,1902	263659,2449	276229,312	289398,6624	303195,8672	317650,8596	332795	342614	352271	364009	380573,5619	Philadelphia, PA	39,95	-75,166667
Phoenix-Mesa-Scottsdale, AZ	72047,00046	75681,24218	79498,80468	83508,93515	87721,34724	92146,24456	96794,34543	101676,9088	106805,7617	112193,3275	117852,6563	123797,4568	130042,1287	136601,7985	143492,3553	150730,4902	158333,7357	166320,5091	174710,1565	183523	185691	192321	201653	211336,4529	Phoenix, AZ	33,45	-112,066667
Pine Bluff, AR	1632,430261	1687,579453	1744,591777	1803,530177	1864,459721	1927,447679	1992,563589	2059,879342	2129,469256	2201,41016	2275,781479	2352,665321	2432,146567	2514,312968	2599,255236	2687,06715	2777,845658	2871,69098	2968,706725	3069	3150	3157	3273	3379,959886	Pine Bluff, AR	34,216667	-92,016667
Pittsburgh, PA	23726,06941	25677,9871	27790,48691	30076,77977	32551,16343	35229,11192	38127,37229	41264,06936	44658,81906	48332,85109	52309,1417	56612,55737	61270,01033	66310,62683	71765,92932	77670,03356	84059,86198	90975,37456	98459,81877	106560	112543	119268	123577	132970,7321	Pittsburgh, PA	40,441667	-80
Pittsfield, MA	3326,589596	3404,031402	3483,276026	3564,365436	3647,342578	3732,251398	3819,136865	3908,044994	3999,022872	4092,118682	4187,38173	4284,862467	4384,61252	4486,684718	4591,133121	4698,013044	4807,381094	4919,295193	5033,814611	5151	5184	5343	5388	5510,577145	Pittsfield, MA	42,45	-73,25
Pocatello, ID	1619,854658	1652,110787	1685,009231	1718,562782	1752,784483	1787,687641	1823,285824	1859,592874	1896,622904	1934,390313	1972,909783	2012,196291	2052,26511	2093,131819	2134,812305	2177,322774	2220,679753	2264,900098	2310,001003	2356	2400	2443	2449	2496,814747	Pocatello, ID	42,875222	-112,447278
Portland-South Portland, ME	11674,04882	12148,67134	12642,59022	13156,58997	13691,48699	14248,1309	14827,40584	15430,23189	16057,56657	16710,4063	17389,78801	18096,7908	18832,53765	19598,19717	20394,9855	21224,16822	22087,06237	22985,03851	23919,52296	24892	25695	26374	26887	27937,41741	Portland, ME	43,666667	-70,266667
Portland-Vancouver-Hillsboro, OR-WA	20526,33169	22558,52072	24791,90459	27246,40242	29943,90535	32908,47188	36166,54237	39747,17488	43682,30434	48007,02738	52759,91531	57983,35818	63723,94281	70032,86831	76966,40269	84586,38474	92960,77552	102164,2645	112278,9358	123395	132025	138531	146975	160215,2734	Portland, OR	45,52	-122,681944
Port St. Lucie, FL	7420,219622	7577,020466	7737,134758	7900,632515	8067,585235	8238,065928	8412,149144	8589,911011	8771,429264	8956,783281	9146,054119	9339,324546	9536,679078	9738,204021	9943,987501	10154,11951	10368,69193	10587,79861	10811,53535	11040	10980	11276	11500	11737,98401	Port St. Lucie, FL	27,275833	-80,355
Prescott, AZ	3989,02424	4013,563198	4038,253109	4063,094904	4088,089516	4113,237885	4138,540957	4163,999684	4189,615024	4215,387939	4241,3194	4267,410381	4293,661864	4320,074836	4346,65029	4373,389227	4400,292651	4427,361575	4454,597016	4482	4277	4354	4528	4555,684228	Prescott, AZ	34,541667	-112,469444
Providence-Warwick, RI-MA	30151,13369	31378,86986	32656,5987	33986,35591	35370,26003	36810,51591	38309,41814	39869,35478	41492,8111	43182,3736	44940,73408	46770,69394	48675,16868	50657,19249	52719,92313	54866,64693	57100,78403	59425,89387	61845,6808	64364	65944	67267	69530	72250,44519	Providence, RI	41,823611	-71,422222
Provo-Orem, UT	3280,247537	3549,519881	3840,896532	4156,19201	4497,369789	4866,554521	5266,045271	5698,329829	6166,100208	6672,269405	7219,989541	7812,671493	8454,006133	9147,987312	9898,936735	10711,53087	11590,83007	12542,31009	13571,89618	14686	15201	16083	17026	18317,62002	Provo, UT	40,244444	-111,660833
Pueblo, CO	1861,079344	1939,049037	2020,285261	2104,924867	2193,110439	2284,990534	2380,719935	2480,459908	2584,378475	2692,650697	2805,458972	2922,993335	3045,451786	3173,040619	3305,97477	3444,478182	3588,784177	3739,135855	3895,786498	4059	4064	4253	4392	4568,603524	Pueblo, CO	38,266944	-104,620278
Punta Gorda, FL	2705,356476	2727,383502	2749,589872	2771,977046	2794,546497	2817,299709	2840,238177	2863,36341	2886,676929	2910,180267	2933,874969	2957,762593	2981,844711	3006,122905	3030,598773	3055,273923	3080,149978	3105,228575	3130,511361	3156	3180	3278	3205	3230,884375	Punta Gorda, FL	26,915833	-82,047778
Racine, WI	2085,073654	2210,461748	2343,390188	2484,312418	2633,709155	2792,090022	2959,995289	3137,997715	3326,704504	3526,759374	3738,844754	3963,684111	4202,044419	4454,738775	4722,629171	5006,629437	5307,708358	5626,892976	5965,272096	6324	6543	6725	7068	7468,931187	Racine, WI	42,726111	-87,805833
Raleigh, NC	15316,08272	16368,40474	17493,02866	18694,9221	19979,39403	21352,11817	22819,15806	24386,99386	26062,55094	27853,23051	29766,9423	31812,13948	33997,85601	36333,74655	38830,12912	41498,03063	44349,23564	47396,33838	50652,7984	54133	56965	59027	61392	65338,88151	Raleigh, NC	35,780556	-78,638889
Rapid City, SD	1470,805472	1569,629288	1675,093103	1787,643061	1907,75528	2035,937872	2172,733087	2318,719609	2474,515005	2640,778335	2818,212944	3007,569432	3209,648833	3425,306004	3655,453238	3901,064127	4163,177678	4442,902709	4741,422541	5060	5245	5508	5724	6084,382881	Rapid City, SD	44,076	-103,228
Reading, PA	6995,525562	7259,894722	7534,254704	7818,983074	8114,471664	8421,127117	8739,371441	9069,642593	9412,395081	9768,10059	10137,24863	10520,34721	10917,92354	11330,52474	11758,71863	12203,09447	12664,2638	13142,86127	13639,54549	14155	14274	14808	15208	15761,79952	Reading, PA	40,341667	-75,926389
Redding, CA	3420,513892	3485,126873	3550,960382	3618,037477	3686,381647	3756,016829	3826,967408	3899,258232	3972,91462	4047,962365	4124,42775	4202,337555	4281,719064	4362,600077	4445,00892	4528,974454	4614,526084	4701,69377	4790,508041	4881	4903	4985	5064	5157,884712	Redding, CA	40,583333	-122,366667
Reno, NV	12091,81961	12397,42803	12710,76039	13032,01191	13361,38274	13699,07807	14045,30832	14400,28917	14764,24181	15137,39298	15519,97517	15912,22673	16314,39205	16726,72169	17149,47254	17582,90798	18027,29807	18482,91966	18950,05662	19429	19489	19975	20400	20902,87945	Reno, NV	39,527222	-119,821944
Richmond, VA	17353,35522	18533,52563	19793,95729	21140,10865	22577,80933	24113,28544	25753,18652	27504,61431	29375,15355	31372,90479	33506,51949	35785,23748	38218,92697	40818,1273	43594,09456	46558,85035	49725,23383	53106,95735	56718,66578	60576	63454	65207	68612	72981,0474	Richmond, VA	37,533333	-77,466667
Riverside-San Bernardino-Ontario, CA	49675,33507	51686,03713	53778,12612	55954,89632	58219,77537	60576,32963	63028,26983	65579,45689	68233,90802	70995,80302	73869,49089	76859,49664	79970,52847	83207,48513	86575,46366	90079,76742	93725,91443	97519,64605	101466,9361	105574	108059	110291	113998	118432,7763	Riverside, CA	33,948056	-117,396111
Roanoke, VA	6676,119985	6911,794945	7155,789512	7408,397376	7669,922597	7940,67997	8220,995399	8511,206295	8811,661981	9122,724109	9444,767099	9778,17859	10123,3599	10480,72652	10850,70861	11233,75151	11630,31627	12040,88024	12465,9376	12906	12891	13123	13797	14267,44327	Roanoke, VA	37,266667	-79,933333
Rochester, MN	2426,68775	2600,894005	2787,606122	2987,721865	3202,203452	3432,082171	3678,463348	3942,531655	4225,55681	4528,899681	4854,018829	5202,477523	5575,951254	5976,235794	6405,255827	6865,074208	7357,901879	7886,108499	8452,23384	9059	9915	9793	10300	10989,88756	Rochester, MN	40,583333	-122,366667
Rochester, NY	24569,64211	25350,43944	26156,04968	26987,26137	27844,88809	28729,76928	29642,77106	30584,78708	31556,73938	32559,57929	33594,2884	34661,87948	35763,39747	36899,92054	38072,56112	39282,46698	40530,82238	41818,84919	43147,80814	44519	45622	46316	47317	48774,37068	Rochester, NY	43,165556	-77,611389
Rockford, IL	3321,861432	3549,973148	3793,74926	4054,265441	4332,671228	4630,195098	4948,149886	5287,938581	5651,060514	6039,117974	6453,823281	6897,006337	7370,622707	7876,762239	8417,658296	8995,697603	9613,43078	10273,5836	10979,06901	11733	12240	12830	13306	14161,00773	Rockford, IL	42,269722	-89,069722
Rocky Mount, NC	4681,30754	4742,773655	4805,046829	4868,137656	4932,056873	4996,815357	5062,424127	5128,894349	5196,237332	5264,464536	5333,587572	5403,618201	5474,56834	5546,450063	5619,275602	5693,057348	5767,807857	5843,53985	5920,266212	5998	5912	5940	6151	6230,716661	Rocky Mount, NC	35,941667	-77,797222
Rome, GA	2169,931907	2212,621674	2256,151291	2300,537281	2345,79649	2391,946098	2439,003622	2486,986924	2535,914216	2585,804071	2636,675426	2688,547588	2741,440249	2795,373484	2850,367764	2906,443965	2963,623371	3021,927686	3081,37904	3142	3133	3172	3264	3326,974797	Rome, GA	34,26	-85,185
Sacramento--Roseville--Arden-Arcade, CA	43976,33722	45683,1692	47456,24762	49298,14365	51211,5283	53199,1762	55263,9697	57408,90302	59637,08658	61951,75154	64356,25445	66854,08215	69448,85681	72144,34119	74944,44408	77853,22598	80874,90501	84013,86299	87274,6518	90662	91066	92933	97558	101202,9992	Sacramento, CA	38,555556	-121,468889
Saginaw, MI	1989,890688	2111,338357	2240,198262	2376,922787	2521,991928	2675,914978	2839,23231	3012,51728	3196,378236	3391,460655	3598,449409	3818,071169	4051,096957	4298,344853	4560,682865	4839,031977	5134,369385	5447,731924	5780,21971	6133	6481	6718	6864	7258,828618	Saginaw, MI	43,419444	-83,949444
St. Cloud, MN	2399,458823	2543,779915	2696,781539	2858,985805	3030,946228	3213,249614	3406,518067	3611,411105	3828,627916	4058,909743	4303,042413	4561,859015	4836,242751	5127,129941	5435,513225	5762,444947	6109,040746	6476,483365	6866,026683	7279	7427	7694	8134	8595,481654	St. Cloud, MN	45,55	-94,166667
St. George, UT	1772,031078	1837,951124	1906,323414	1977,239172	2050,793016	2127,083084	2206,211163	2288,282828	2373,407582	2461,699001	2553,274885	2648,257416	2746,773325	2848,954052	2954,935931	3064,860365	3178,874018	3297,129011	3419,783122	3547	3508	3626	3804	3940,434453	St. George, UT	37,095278	-113,578056
St. Joseph, MO-KS	657,9306246	727,0050771	803,3314796	887,6711957	980,8655228	1083,844084	1197,6341	1323,37064	1462,307936	1615,831904	1785,47396	1972,926302	2180,058785	2408,937578	2661,845769	2941,306144	3250,106349	3591,326697	3968,370896	4385	4534	4696	5261	5760,859913	St. Joseph, MO	39,758056	-94,836667
St. Louis, MO-IL	55164,5281	57608,78891	60161,35139	62827,01424	65610,78877	68517,90834	71553,8382	74724,28573	78035,21123	81492,83908	85103,66943	88874,49047	92812,39117	96924,77458	101219,3718	105704,2564	110387,8598	115278,9869	120386,8328	125721	127635	132284	136677	142476,0151	St. Louis, MO	38,627222	-90,197778
Salem, OR	11002,79706	11077,11257	11151,93002	11227,25281	11303,08434	11379,42807	11456,28743	11533,66592	11611,56704	11689,99433	11768,95133	11848,44163	11928,46883	12009,03654	12090,14843	12171,80817	12254,01946	12336,78602	12420,11161	12504	12280	12375	12667	12751,98194	Salem, OR	44,930833	-123,028889
Salinas, CA	11094,24751	11346,72797	11604,95432	11869,05732	12139,17073	12415,43131	12697,97898	12986,9568	13282,51112	13584,7916	13893,95131	14210,14681	14533,53821	14864,28929	15202,56753	15548,54423	15902,39459	16264,2978	16634,43713	17013	17230	17302	17779	18174,60744	Salinas, CA	36,677778	-121,655556
Salisbury, MD-DE	9625,791261	9781,652464	9940,037377	10100,98687	10264,54246	10430,74634	10599,64141	10771,27124	10945,6801	11122,91299	11303,01565	11486,03454	11672,01688	11861,01065	12053,06461	12248,22833	12446,55214	12648,08721	12852,88556	13061	13231	13060	13475	13689,71114	Salisbury, MD	38,365833	-75,593333
Salt Lake City, UT	14161,48631	15309,39595	16550,3535	17891,90127	19342,19296	20910,04321	22604,98114	24437,30829	26418,16124	28559,57927	30874,57755	33377,22625	36082,73605	39007,55056	42169,44632	45587,64079	49282,90917	53277,71067	57596,32501	62265	64761	68260	72072	77476,01098	Salt Lake City, UT	40,75	-111,883333
San Angelo, TX	787,5884573	853,9876929	925,9848502	1004,051873	1088,700494	1180,485588	1280,00881	1387,922538	1504,934151	1631,810664	1769,383758	1918,555229	2080,302903	2255,68704	2445,857292	2652,060231	2875,647525	3118,084798	3380,961235	3666	3837	4061	4266	4597,689955	San Angelo, TX	31,45	-100,45
San Antonio-New Braunfels, TX	12126,14843	13363,90598	14728,00569	16231,34373	17888,13264	19714,03567	21726,31489	23943,99436	26388,03996	29081,55769	32050,012	35321,46662	38926,84984	42900,24688	47279,22218	52105,17451	57423,72834	63285,16519	69744,89901	76864	82234	87166	91995	100515,5258	San Antonio, TX	29,416667	-98,5
San Diego-Carlsbad, CA	73589,65645	76751,04868	80048,25349	83487,10535	87073,68937	90814,3521	94715,71272	98784,67475	103028,4383	107454,5129	112070,7304	116885,2594	121906,6193	127143,6955	132605,7552	138302,4634	144243,9008	150440,5807	156903,4684	163644	163875	169888	177410	184717,5561	San Diego, CA	32,715	-117,1625
San Francisco-Oakland-Hayward, CA	76471,77186	82369,65993	88722,42283	95565,1428	102935,6078	110874,5201	119425,7214	128636,4343	138557,5238	149243,7776	160754,2092	173152,3832	186506,7668	200891,1077	216384,8414	233073,5299	251049,334	270411,5227	291267,0208	313731	319325	330958	360395	386200,2464	San Francisco, CA	37,783333	-122,416667
San Jose-Sunnyvale-Santa Clara, CA	20279,3011	22482,55003	24925,1714	27633,17188	30635,38365	33963,77134	37653,77241	41744,67442	46280,03334	51308,13728	56882,52063	63062,53403	69913,97628	77509,79492	85930,86286	95266,83951	105617,1253	117091,9201	129813,3963	143917	155915	167804	173908	190950,667	San Jose, CA	37,333333	-121,9
San Luis Obispo-Paso Robles-Arroyo Grande, CA	4162,519483	4366,354585	4580,171322	4804,458486	5039,728804	5286,520114	5545,396588	5816,950026	6101,80121	6400,601318	6714,033418	7042,814026	7387,694746	7749,463986	8128,948764	8527,016595	8944,577474	9382,585961	9842,043358	10324	10702	10860	11316	11844,26631	San Luis Obispo, CA	35,274167	-120,663056
Santa Cruz-Watsonville, CA	5952,308178	6088,89619	6228,618497	6371,547021	6517,755335	6667,318701	6820,314108	6976,820311	7136,917871	7300,689201	7468,218603	7639,592313	7814,898547	7994,227545	8177,671618	8365,325193	8557,284868	8753,649454	8954,520032	9160	9129	9265	9574	9788,766945	Santa Cruz, CA	36,97205	-122,026252
Santa Fe, NM	7206,202197	7159,868762	7113,833235	7068,093701	7022,648257	6977,495011	6932,632085	6888,057613	6843,769739	6799,766622	6756,04643	6712,607343	6669,447555	6626,56527	6583,958704	6541,626083	6499,565647	6457,775645	6416,254339	6375	6227	6288	6291	6250,289248	Santa Fe, NM	35,667222	-105,964444
Santa Maria-Santa Barbara, CA	7232,407803	7609,636643	8006,541032	8424,147211	8863,534945	9325,840321	9812,258678	10324,04771	10862,53069	11429,09994	12025,22038	12652,43334	13312,36056	14006,70834	14737,272	15505,9405	16314,7013	17165,64555	18060,97346	19003	19218	20061	20943	21981,19722	Santa Maria, CA	34,951389	-120,433333
Santa Rosa, CA	10167,9675	10509,85478	10863,23766	11228,50267	11606,04933	11996,2906	12399,65333	12816,57871	13247,52277	13692,95687	14153,36822	14629,26043	15121,15402	15629,58701	16155,11553	16698,3144	17259,77776	17840,11974	18439,97512	19060	19576	20131	20325	20986,17554	Santa Rosa, CA	38,448611	-122,704722
Savannah, GA	5226,272286	5480,404639	5746,894414	6026,342502	6319,379013	6626,664697	6948,892434	7286,788794	7641,115679	8012,672039	8402,295672	8810,865117	9239,301631	9688,57127	10159,68706	10653,7113	11171,75792	11714,99505	12284,64758	12882	13024	13530	14110	14764,29612	Savannah, GA	32,016667	-81,116667
Scranton--Wilkes-Barre--Hazleton, PA	7750,941408	8119,06703	8504,676524	8908,600276	9331,708108	9774,911155	10239,16383	10725,46586	11234,86447	11768,45662	12327,39135	12912,87231	13526,16029	14168,57595	14841,5027	15546,38965	16284,75471	17058,18792	17868,3548	18717	19446	19966	20465	21392,90105	Scranton, PA	41,410556	-75,6675
Seattle-Tacoma-Bellevue, WA	55446,47509	59692,28505	64263,21761	69184,16901	74481,94192	80185,39143	86325,58217	92935,9576	100052,5221	107714,037	115962,2318	124842,0316	134401,8015	144693,61	155773,5131	167701,859	180543,6172	194368,732	209252,5041	225276	232778	243773	258819	277228,352	Seattle, WA	47,609722	-122,333056
Sebastian-Vero Beach, FL	2162,636449	2236,453871	2312,790909	2391,733564	2473,370775	2557,794514	2645,099895	2735,385276	2828,752375	2925,30638	3025,156069	3128,413934	3235,196308	3345,623492	3459,819895	3577,914172	3700,039369	3826,333074	3956,937571	4092	3989	4081	4359	4502,875154	Sebastian, FL	27,782778	-80,482222
Sebring, FL	1191,197171	1217,04135	1243,446243	1270,424016	1297,987099	1326,148189	1354,920261	1384,316572	1414,350663	1445,036374	1476,387841	1508,419508	1541,146134	1574,582795	1608,744898	1643,64818	1679,308723	1715,742956	1752,967665	1791	1798	1835	1868	1907,66745	Sebring, FL	27,495556	-81,444444
Sheboygan, WI	2805,772338	2896,54939	2990,263414	3087,009431	3186,885537	3289,993002	3396,436373	3506,323578	3619,766039	3736,87878	3857,78055	3982,593935	4111,445493	4244,465873	4381,789951	4523,556968	4669,910669	4820,99945	4976,976509	5138	5182	5193	5463	5634,2089	Sheboygan, WI	43,75	-87,725
Sherman-Denison, TX	1026,910193	1091,545585	1160,249233	1233,2772	1310,901665	1393,41194	1481,115546	1574,339358	1673,430829	1778,759277	1890,717269	2009,722077	2136,217242	2270,674217	2413,594132	2565,509658	2726,986993	2898,627974	3081,072315	3275	3443	3552	3678	3895,791152	Sherman, TX	33,641111	-96,61
Shreveport-Bossier City, LA	8297,766668	8673,161825	9065,540049	9475,669661	9904,353745	10352,43171	10820,78096	11310,31855	11822,00308	12356,83647	12915,866	13500,1863	14110,94156	14749,32768	15416,59472	16114,04925	16843,05699	17605,0454	18401,50655	19234	21667	23145	20642	21535,43506	Shreveport, LA	32,514722	-93,747222
Sierra Vista-Douglas, AZ	2881,841442	2927,226164	2973,325629	3020,151091	3067,713984	3116,025923	3165,098703	3214,944306	3265,574903	3317,002857	3369,240725	3422,301262	3476,197424	3530,94237	3586,549467	3643,032294	3700,404641	3758,680518	3817,874153	3878	3970	4073	3997	4058,970864	Sierra Vista, AZ	31,545556	-110,276389
Sioux City, IA-NE-SD	5200,405664	5300,481161	5402,482488	5506,446708	5612,411593	5720,415643	5830,4981	5942,698961	6057,058991	6173,619741	6292,423561	6413,513616	6536,933903	6662,729263	6790,945403	6921,628906	7054,827255	7190,588844	7328,963001	7470	7622	7556	7753	7899,380168	Sioux City, IA	42,498056	-96,395556
Sioux Falls, SD	7145,646698	7440,624647	7747,779519	8067,613987	8400,651475	8747,437014	9108,538135	9484,545795	9876,075349	10283,76755	10708,28961	11150,33628	11610,63098	12089,92702	12589,00877	13108,69301	13649,83023	14213,30602	14800,04254	15411	15267	15989	16650	17310,07668	Sioux Falls, SD	43,536389	-96,731667
South Bend-Mishawaka, IN-MI	2948,436994	3170,701323	3409,720777	3666,758421	3943,172535	4240,42379	4560,082968	4903,839264	5273,509209	5671,046272	6098,551182	6558,283028	7052,6712	7584,328221	8156,063558	8770,898467	9432,081956	10143,10796	10907,73379	11730	12449	13083	13449	14391,76712	South Bend, IN	41,6725	-86,255278
Spartanburg, SC	1665,597146	1832,858343	2016,916103	2219,457156	2442,337617	2687,599992	2957,491899	3254,486665	3581,305989	3940,944888	4336,699143	4772,195499	5251,424904	5778,779081	6359,090776	6997,678044	7700,392987	8473,675378	9324,611684	10261	10898	11565	12250	13367,89854	Spartanburg, SC	34,946667	-81,9275
Spokane-Spokane Valley, WA	8020,826852	8385,775515	8767,32939	9166,244016	9583,309309	10019,35113	10475,2329	10951,85736	11450,16829	11971,15244	12515,84143	13085,31384	13680,69732	14303,17082	14953,96695	15634,37439	16345,74045	17089,47376	17867,04704	18680	19030	19668	20352	21237,71834	Spokane, WA	47,658889	-117,425
Springfield, IL	5075,190241	5241,466375	5413,190138	5590,540007	5773,700309	5962,861408	6158,219906	6359,978845	6568,347919	6783,543694	7005,78983	7235,317313	7472,364701	7717,178364	7970,012745	8231,130622	8500,803386	8779,311314	9066,94387	9364	9592	9861	9970	10286,28039	Springfield, IL	39,783	-89,65
Springfield, MA	9644,749889	10034,73204	10440,48299	10862,64033	11301,86747	11758,8546	12234,31985	12729,01038	13243,70354	13779,20815	14336,36571	14916,05173	15519,17717	16146,68977	16799,57563	17478,86071	18185,61244	18920,94144	19686,00322	20482	20892	21204	22111	22970,305	Springfield, MA	42,112411	-72,547455
Springfield, MO	4254,675584	4536,278562	4836,519914	5156,633254	5497,933842	5861,823994	6249,798837	6663,452459	7104,484452	7574,706903	8076,05183	8610,579128	9180,48503	9788,111128	10435,954	11126,67546	11863,11349	12648,29394	13485,4429	14378	14823	15406	16236	17243,89797	Springfield, MO	37,195	-93,286111
Springfield, OH	1218,341516	1285,680757	1356,741922	1431,730725	1510,864252	1594,371586	1682,494474	1775,488024	1873,621441	1977,178814	2086,459931	2201,78115	2323,476316	2451,897724	2587,417142	2730,426885	2881,340954	3040,59623	3208,653742	3386	3413	3610	3751	3947,463619	Springfield, OH	39,926944	-83,804167
State College, PA	2186,461495	2301,115456	2421,781658	2548,775371	2682,428396	2823,089937	2971,127507	3126,927891	3290,898156	3463,466716	3645,08445	3836,225878	4037,390407	4249,103628	4471,918696	4706,41777	4953,213538	5212,950815	5486,308231	5774	5966	6265	6367	6684,238222	State College, PA	40,791389	-77,858611
Staunton-Waynesboro, VA	1981,647141	2062,383606	2146,409445	2233,858672	2324,870765	2419,590882	2518,170095	2620,765632	2727,541127	2838,666879	2954,320128	3074,685334	3199,95447	3330,327334	3466,011863	3607,224464	3754,190363	3907,143961	4066,32921	4232	4346	4474	4572	4750,980825	Staunton, VA	38,158056	-79,076389
